Question|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What is the spectrum of a sine wave ?|What is|WP|VBZ|VBZ|DESC
What ethnic group introduced the idea of potlatch ?|What ethnic|WP|JJ|VBD|HUM
What is a person's socioeconomic position ?|What is|WP|VBZ|VBZ|DESC
What do you say to a friend who ignores you for other friends ?|What do who ignores|WP|VBZ|VB|DESC
How many yards are in 1 mile ?|How many|WRB|JJ|VBP|NUM
What actor was the first man to appear on the cover of McCall's ?|What actor|WP|NN|VBD|HUM
What does R.E.M. stand for , as in the rock group R.E.M. ?|What does|WP|VBZ|VB|ABBR
What Cruise Line does Kathie Lee Gifford advertise for ?|What Cruise|WP|NNP|NN|HUM
What does the name Jenna mean ?|What does|WP|VBZ|VB|DESC
Why do girls have to wear training bras ?|Why do|WRB|VBP|VB|DESC
When was the first successful heart transplant for a human ?|When was|WRB|VBD|VBD|NUM
How did Edith Bunker die ?|How did|WRB|VBD|VB|DESC
What country boasts Cawdor Castle , Glamis Castle , and Blair Castle ?|What country|WP|NN|VBZ|LOC
Define Spumante .||||VB|DESC
What does pH stand for ?|What does|WP|VBZ|VB|ABBR
What country is Mount Everest in ?|What country|WP|NN|VBZ|LOC
Which country is the largest country in Latin America ?|Which country|WDT|NN|VBZ|LOC
Name the Four Horsemen of the Apocalypse .||||NN|HUM
What are geckos ?|What are|WP|VBP|VBP|DESC
What is the name of a book written by Aaron Hass ?|What is|WP|VBZ|VBZ|ENTY
What is cosmology ?|What is|WP|VBZ|VBZ|DESC
How many watts make a kilowatt ?|How many|WRB|JJ|VBP|NUM
What TV series features the adventures of a married couple named Jonathan and Jennifer ?|What TV|WP|NN|VBZ|ENTY
What female faith healer wrote the inspirational book I Believe in Miracles ?|What female|WP|JJ|VBD|HUM
Who was Jinnah ?|Who was|WP|VBD|VBD|HUM
What did Esquire name Ash Hole of the Year for 1980 ?|What did|WP|VBD|NN|ENTY
Where did King Francis I hang the '' Mona Lisa '' when he owned it ?|Where did|WRB|VBD|VBP|LOC
What's been the ruin of many a poor boy in New Orleans ?|What 's|WP|VBZ|VBN|ENTY
What is habeas corpus ?|What is|WP|VBZ|VBZ|DESC
How do you use an intranet ?|How do|WRB|VBP|VB|DESC
What famous husband-and-wife team did radio ads for Blue Nun wine ?|What famous|WP|JJ|VBD|HUM
How many times has Harold Stassen announced a drive for the White House ?|How many|WRB|JJ|VBD|NUM
What are bottle caps with presidents ' pictures inside worth ?|What are|WP|VBP|VBP|NUM
Where can I find the history of the Hungarian language ?|Where can|WRB|MD|VB|LOC
Why do USA fax machines not work in UK , NNP ?|Why do|WRB|VBP|VB|DESC
What cigarette is '' a whole new world '' ?|What cigarette|WP|NN|VBZ|ENTY
Who tramped through Florida looking for the Fountain of Youth ?|Who tramped|WP|VBD|VBD|HUM
In 1990 , what day of the week did Christmas fall on ?|what day|WDT|NN|VB|NUM
What is the name of the song that Dracula plays on the organ ?|What is that Dracula|WDT|NNP|VBZ|ENTY
What two animals are specifically mentioned as being in Noah's Ark ?|What two|WP|CD|VBN|ENTY
What is federal income tax ?|What is|WP|VBZ|VBZ|DESC
What was the name of the Confederate mounted guerrilla group with which Jesse James and Coleman Younger had ridden ?|What was which Jesse|WDT|NNP|VBD|HUM
What disease plagued Europe , Africa and Asia ?|What disease|WP|NN|VBN|ENTY
What card game can feature dealer's choice ?|What card|WP|NN|VB|ENTY
How many American soldiers are stationed in South Korea ?|How many|WRB|JJ|VBN|NUM
What is a fear of failure ?|What is|WP|VBZ|VBZ|ENTY
How many feet more than 2 is the average height of the Great Wall of China ?|How many|WRB|JJ|VBZ|NUM
What was the verdict in the 1925 trial of John T. Scopes ?|What was|WP|VBD|VBD|DESC
What is the best way to travel in Japan ?|What is|WP|VBZ|VBZ|ENTY
How long ago did the Anglican church part from the Vatican ?|How long|WRB|RB|NN|NUM
How much did Lucy Van Pelt originally charge for psychiatric sessions ?|How much|WRB|JJ|VB|NUM
Who followed up his first two underwater thrillers with The Girl of the Sea of Cortez ?|Who followed|WP|VBD|VBD|HUM
When was the Parthenon built ?|When was|WRB|VBD|VBN|NUM
What 1895 H.G. Wells novel was written under the title The Chronic Argonauts ?|What 1895|WP|CD|VBN|ENTY
What is a common dolphin ?|What is|WP|VBZ|VBZ|DESC
How is Answers.com funded ?|How is|WRB|VBZ|VBN|DESC
How long does a pig's orgasm last ?|How long|WRB|RB|JJ|NUM
What U.S. state comes last in an alphabetical list ?|What U.S.|WP|NNP|VBZ|LOC
How many mountains have been named for Presidents in the continental USA ?|How many|WRB|JJ|VBN|NUM
What are the unemployment statistics for the years 1965 and 1990 ?|What are|WP|VBP|VBP|NUM
What does BUD stand for ?|What does|WP|VBZ|VB|ABBR
Who is the one Independent Member of Congress ?|Who is|WP|VBZ|VBZ|HUM
What is a society ruled by elders ?|What is|WP|VBZ|VBZ|HUM
What two presidents of the U.S. published books of poetry ?|What two|WP|CD|VBD|HUM
Which of the Seven Dwarfs comes first alphabetically ?|Which of|WDT|IN|VBZ|HUM
What professional cricketer's son wrote The War of the Worlds in 1898 ?|What professional|WP|JJ|VBD|HUM
What condiment do the Dutch dip their French fries in ?|What condiment|WDT|NN|VBP|ENTY
Which comic strip was never turned into a Broadway musical ?|Which comic|WDT|JJ|VBN|ENTY
In what war was the first submarine used ?|what war|WP|NN|VBD|ENTY
CPR is the abbreviation for what ?|what ?|WP|.|VBZ|ABBR
How many inches apart are adjacent pins in tenpin bowling ?|How many|WRB|JJ|VBP|NUM
How many miles of corridors are in The Pentagon ?|How many|WRB|JJ|VBP|NUM
How do you find the area of a circle ?|How do|WRB|VBP|VB|DESC
What U.S. state includes the San Juan Islands ?|What U.S.|WP|NNP|VBZ|LOC
What English playwright penned : '' Where the bee sucks , so shall I '' ?|What English|WP|NNP|VBD|HUM
What do the red-and-white stripes on a barbershop pole stand for ?|What do|WP|VBP|VB|DESC
Name the ship Beany and Cecil sailed .||||VBD|ENTY
How deep is a fathom ?|How deep|WRB|JJ|VBZ|NUM
What was the '' Dead Man's Hand '' ?|What was|WP|VBD|VBD|DESC
What was Fred Astaire's dancing partner's name ?|What was|WP|VBD|VBD|HUM
How do I find a web address for a company ?|How do|WRB|VBP|VB|DESC
What is the highest number of home runs on record for any one game ?|What is|WP|VBZ|VBZ|NUM
What are some of Australia's native flora ?|What are|WP|VBP|VBP|ENTY
What heavyweight boxer was known as The Wild Bull of the Pampas ?|What heavyweight|WP|NN|VBN|HUM
How many quarts of whole milk is needed to make one pound of butter ?|How many|WRB|JJ|VBN|NUM
What London street claims to be the world center for men's tailoring ?|What London|WP|NNP|NNS|LOC
How old is the universe ?|How old|WRB|JJ|VBZ|NUM
When does the Bible say the seasons started ?|When does|WRB|VBZ|VB|NUM
What animal has been called The Poor Man's Cow ?|What animal|WP|NN|VBN|ENTY
Where did the marriage ceremony come from ?|Where did|WRB|VBD|VBN|DESC
What bordering country is due north of Costa Rica ?|What bordering|WP|VBG|VBZ|LOC
What Morris West novel deals with Russian bishop who becomes Pope ?|What Morris who becomes|WP|VBZ|NNS|ENTY
What nation boarders Mozambique ?|What nation|WP|NN|VBZ|LOC
What does EKG stand for ?|What does|WP|VBZ|VB|ABBR
The Olympic Games in which year allowed Nadia Comaneci to become popular ?|which year|WDT|NN|VBD|NUM
What TV talk-show host lends his name to a line of men's clothing ?|What TV|WP|NN|VBZ|HUM
What soft drink held a national flavor poll in 1967 ?|What soft|WP|JJ|VBN|ENTY
Colin Powell is famous for what ?|what ?|WP|.|VBZ|DESC
The Jewish alphabet is known as what ?|what ?|WP|.|VBN|ENTY
What is a fear of home surroundings ?|What is|WP|VBZ|VBZ|ENTY
How many people die of tuberculosis yearly ?|How many|WRB|JJ|VBP|NUM
What is a specimen of basidiomycetes ?|What is|WP|VBZ|VBZ|DESC
Who invented the electric guitar ?|Who invented|WP|VBD|VBD|HUM
What is the capital of California ?|What is|WP|VBZ|VBZ|LOC
What country comes last in an alphabetical list ?|What country|WP|NN|VBZ|LOC
What are faults in the earth's crust ?|What are|WP|VBP|VBP|DESC
What was an '' Asiento '' ?|What was|WP|VBD|VBD|DESC
What kind of greeting is appropriate to send on Yom Kippur ?|What kind|WDT|NN|VBZ|DESC
How hot should the oven be when baking Peachy Oat Muffins ?|How hot when baking|WRB|VBG|VB|NUM
What is dextropropoxyphen napsylate ?|What is|WP|VBZ|VBZ|DESC
What Don McLean song laments the day Buddy Holly died ?|What Don|WP|NNP|VBD|ENTY
What is Srpska Krajina ?|What is|WP|VBZ|VBZ|DESC
How was the Kennedy money made ?|How was|WRB|VBD|VBN|DESC
What country is the worlds leading supplier of cannabis ?|What country|WP|NN|VBZ|LOC
What was the orca's name that died of a fungal infection at Sea World ?|What was that died|WDT|VBD|VBD|ENTY
Who is the President of Pergament ?|Who is|WP|VBZ|VBZ|HUM
What city is the Kentucky Horse Park near ?|What city|WP|NN|VBZ|LOC
What does Esa-Pekka Salonen look like ?|What does|WP|VBZ|VB|DESC
What cereal goes '' snap , crackle , pop '' ?|What cereal|WP|NN|VBZ|ENTY
How did water appear on the earth ?|How did|WRB|VBD|VB|DESC
Where did Hillary Clinton graduate college ?|Where did|WRB|VBD|NN|LOC
What does Robert mean ?|What does|WP|VBZ|VB|DESC
How do anti-locking brakes work ?|How do|WRB|VBP|NN|DESC
What colors is magenta made of ?|What colors|WP|NNS|VBN|ENTY
How does the chain of command work inside an US army Apache helicopter ?|How does|WRB|VBZ|VBZ|DESC
Which medium is Hamblen the first singing cowboy in ?|Which medium|WDT|NN|VBZ|ENTY
What is the name of Jamiroquai new album ?|What is|WP|VBZ|VBZ|ENTY
What is a hormone ?|What is|WP|VBZ|VBZ|DESC
What American naval officer broke Japan's isolationist policy in 1853 ?|What American|WP|JJ|VBD|HUM
What is fellatio ?|What is|WP|VBZ|VBZ|DESC
What characteristics contribute to its '' intelligence '' ?|What characteristics|WDT|NNS|VBP|DESC
What significant battle was fought in Belgium in 1815 ?|What significant|WP|JJ|VBN|ENTY
Which police department made the all-time biggest cocaine bust in Ventura County ?|Which police|WDT|NN|VBD|HUM
Who gave us the '' Rolling Writer '' ?|Who gave|WP|VBD|VBD|HUM
How were the days of the week named ?|How were|WRB|VBD|VBD|DESC
Who wrote The Secret Life of Walter Mitty ?|Who wrote|WP|VBD|VBD|HUM
What 1965 film had Jack Lemmon portraying a cartoonist ?|What 1965|WP|CD|VBD|ENTY
What is fiber in food ?|What is|WP|VBZ|VBZ|DESC
What's the traditional drink at the Kentucky Derby ?|What 's|WP|VBZ|VBZ|ENTY
Who is the head of the World Bank ?|Who is|WP|VBZ|VBZ|HUM
Why do some jets have a vapor trail , and others do not ?|Why do|WRB|VBP|VBP|DESC
What is a fear of childbirth ?|What is|WP|VBZ|VBZ|ENTY
How many people does Honda employ in the U.S. ?|How many|WRB|JJ|VB|NUM
What species was Winnie the Pooh ?|What species|WP|NNS|VBD|ENTY
How much calcium should an adult female have daily ?|How much|WRB|JJ|VBP|NUM
What is the most popular last name ?|What is|WP|VBZ|VBZ|HUM
What does an ashen-faced eidologist search out the existence of ?|What does|WP|VBZ|NN|ENTY
Who moderated the first Kennedy-Nixon TV debate ?|Who moderated|WP|VBD|VBD|HUM
Who portrayed George M. Cohan in 1942's Yankee Doodle Dandy ?|Who portrayed|WP|VBD|VBD|HUM
What is the S&P 500 used for ?|What is|WP|VBZ|VBN|DESC
What does '' Philebus-like '' mean ?|What does|WP|VBZ|VBZ|DESC
When was Nostradamus born ?|When was|WRB|VBD|VBN|NUM
What are the ingredients of Coca-Cola ?|What are|WP|VBP|VBP|ENTY
Who's the only U.S. president to have won a Pulitzer Prize ?|Who 's|WP|VBZ|VBZ|HUM
What is nuclear proliferation ?|What is|WP|VBZ|VBZ|DESC
Who was Maria Theresa ?|Who was|WP|VBD|VBD|HUM
What is the country of origin for the name Thomas ?|What is|WP|VBZ|VBZ|LOC
Why do you say '' God bless you '' when people sneeze ?|Why do|WRB|VBP|VB|DESC
What is the population of the largest Chilean city|What is|WP|VBZ|VBZ|NUM
What country has the highest per capita consumption of cheese ?|What country|WP|NN|VBZ|LOC
What is Larry King's occupation ?|What is|WP|VBZ|VBZ|HUM
Who invented '' The Muppets '' ?|Who invented|WP|VBD|VBD|HUM
Why does a wheel , e.g. a car tire , appear to spin in the opposite direction as it slows down ?|Why does|WRB|VBZ|VB|DESC
What sea is Bombay on ?|What sea|WP|NN|VBZ|LOC
Who are cartoondom's Super Six ?|Who are|WP|VBP|VBP|HUM
What does '' E Pluribus Unum '' on the penny mean ?|What does|WP|VBZ|VB|DESC
What's the difference between TFT and dual-scan display ?|What 's|WP|VBZ|VBZ|DESC
What fool is not so wise To lose an oath to win a paradise ?|What fool|WP|NN|VBZ|HUM
What is the English meaning of caliente ?|What is|WP|VBZ|VBZ|DESC
Where in the Americas is it only 47 miles from the Atlantic to the Pacific ?|Where in|WRB|IN|VBZ|LOC
What does the word '' opera '' mean ?|What does|WP|VBZ|VB|DESC
How tall was the animated Frankenstein|How tall|WRB|JJ|VBD|NUM
How do you ask questions ?|How do|WRB|VBP|VB|DESC
What U.S. city is known as The Rubber Capital of the World ?|What U.S.|WP|NNP|VBN|LOC
What countries have the highest ratio of university students ?|What countries|WP|NNS|VBP|LOC
How can you become an FBI agent ?|How can|WRB|MD|VB|DESC
What is the world's best selling cookie ?|What is|WP|VBZ|VBZ|ENTY
How many miles is it from NY to Austria ?|How many|WRB|JJ|VBZ|NUM
Where did the energy for the Big Bang come from ?|Where did|WRB|VBD|VB|DESC
How big is the universe actually ?|How big|WRB|JJ|VBZ|NUM
What is the difference between the Koran and The Bible ?|What is|WP|VBZ|VBZ|DESC
What monarch signed the Magna Carta ?|What monarch|WP|NN|VBD|HUM
What's the U.S. Navy hymn ?|What 's|WP|VBZ|VBZ|ENTY
How many sides does a heptagon have ?|How many|WRB|JJ|VB|NUM
What Grand Slam golf tournament wasn 't held between 1940 and 1945 ?|What Grand|WP|NNP|VBN|ENTY
What is idealab ! ?|What is|WP|VBZ|VBZ|DESC
Where are there aborigines ?|Where are|WRB|VBP|VBP|LOC
What toy can you make sleep ?|What toy|WP|NN|VB|ENTY
What caused the division between the Anglicans and the Vatican ?|What caused|WP|VBD|VBD|DESC
What corporation does Madonna advertise for ?|What corporation|WDT|NN|VB|HUM
On what river is Rome built ?|what river|WP|NN|VBN|LOC
Where on the Web is Adventours Tours from Sydney , Australia ?|Where on|WRB|IN|VBZ|LOC
Where were the 1936 Summer Olympics held ?|Where were|WRB|VBD|VBD|LOC
What cathedral was Thomas Becket murdered in ?|What cathedral|WP|NN|VBD|LOC
Why was Curious George curious ?|Why was|WRB|VBD|JJ|DESC
How did U.S.A become involved in the Barbary Wars|How did|WRB|VBD|VB|DESC
The Kentucky Horse Park is close to which American city ?|which American|WDT|JJ|VBZ|LOC
What store does Martha Stewart advertise for ?|What store|WP|NN|VB|HUM
What do you know about multicultural and multilingual schools ?|What do|WP|VBP|VB|DESC
What is the origin of U.S. Army sergeant's stripes ?|What is|WP|VBZ|VBZ|DESC
How old was Sir Edmund Hillary when he climbed Mt. Everest ?|How old when he|WRB|PRP|VBD|NUM
Where in a tree does photosynthesis occur ?|Where in|WRB|IN|VB|LOC
What are some science fair projects for 8th graders ?|What are|WP|VBP|VBP|ENTY
What strait links the Mediterranean Sea and the Atlantic Ocean ?|What strait|WP|NN|VBZ|LOC
What airport is on the Piccadilly subway line ?|What airport|WP|NN|VBZ|LOC
Which police department made the largest cocaine seizure ever in Ventura County ?|Which police|WDT|NN|VBD|HUM
What color is the eight-ball in pocket billiards ?|What color|WP|NN|VBZ|ENTY
What was the first ready-to-eat breakfast cereal ?|What was|WP|VBD|VBD|ENTY
What did Benny Carter play ?|What did|WP|VBD|VB|ENTY
What seven digits follow the area code in the number for long distance information ?|What seven|WP|CD|VBP|NUM
What city's airport is named Logan International ?|What city|WP|NN|VBN|LOC
What Pope inaugurated Vatican International Radio ?|What Pope|WP|NNP|VBD|HUM
How many times more than 3|How many|WRB|JJ|NNS|NUM
How many names are there for Eskimo people ?|How many|WRB|JJ|VBP|NUM
What king is satirized in the line : '' The King was in the countinghouse , counting all his money '' ?|What king|WP|NN|VBN|HUM
What shape-shifting menace did Rom come to Earth to fight ?|What shape|WP|NN|VB|ENTY
What is the nickname of Pennsylvania ?|What is|WP|VBZ|VBZ|LOC
What causes headaches ?|What causes|WP|VBZ|VBZ|DESC
Names of books by James A. Michener set in the following locations ?||||NNS|ENTY
When was the first stained glass window made ?|When was|WRB|VBD|VBN|NUM
What company's trademark was His Master's Voice ?|What company|WP|NN|VBD|HUM
What Pope inaugurated Vatican International Radio ?|What Pope|WP|NNP|VBD|HUM
What director made one silent and one sound version of The Ten Commandments ?|What director|WP|NN|VBD|HUM
When did swimming become commonplace ?|When did|WRB|VBD|VB|NUM
Which presidents of the USA were Masons ?|Which presidents|WDT|NNS|VBD|HUM
Who was the tallest U.S. president ?|Who was|WP|VBD|VBD|HUM
What is the largest museum in the world ?|What is|WP|VBZ|VBZ|LOC
How can I enforce new rules to a group of youngsters who have been allowed to do as they please .|How can who have|WP|VBP|VB|DESC
What character in The Beverly Hillbillies has the given names Daisy Moses ?|What character|WP|NN|VBZ|HUM
