#Question|QType|F-POS|F-DEP|F-ENT|F-SHAPE|F-TXT|Class
How many languages are there in the world ?|NUM|JJ|amod|NON|xxxx|many|NF
How many languages are there in the world ?|NUM|NNS|nsubj|NON|xxxx|languages|NF
How many languages are there in the world ?|NUM|VBP|ROOT|NON|xxx|are|NF
How many languages are there in the world ?|NUM|NN|pobj|NON|xxxx|world|NF
Who was Picasso ?|HUM|WP|attr|NON|Xxx|Who|NF
Who was Picasso ?|HUM|VBD|ROOT|NON|xxx|was|NF
Who was Picasso ?|HUM|NNP|nsubj|GPE|Xxxxx|Picasso|NF
Who were the only two bald U.S. Presidents ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who were the only two bald U.S. Presidents ?|HUM|VBD|ROOT|NON|xxxx|were|NF
Who were the only two bald U.S. Presidents ?|HUM|JJ|amod|NON|xxxx|only|NF
Who were the only two bald U.S. Presidents ?|HUM|CD|nummod|NON|xxx|two|NF
Who were the only two bald U.S. Presidents ?|HUM|JJ|amod|NON|xxxx|bald|NF
Who were the only two bald U.S. Presidents ?|HUM|NNP|compound|GPE|X.X.|U.S.|NF
Who were the only two bald U.S. Presidents ?|HUM|NNS|attr|NON|Xxxxx|Presidents|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|WDT|det|NON|Xxxxx|Which|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|NN|nsubj|NON|xxxx|member|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|NNP|poss|PERSON|Xxxxx|Charlie|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|NNPS|pobj|NON|Xxxxx|Angels|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|VBD|ROOT|NON|xxxx|sang|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|NNS|dobj|NON|xxxx|vocals|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|NNP|pobj|GPE|Xxxxx|Josie|NF
Which member of Charlie's Angels sang vocals for Josie and the Pussycats ?|HUM|NNP|conj|WORK_OF_ART|Xxxxx|Pussycats|NF
What river flows past the Temple of Karnak ?|LOC|WP|dobj|NON|Xxxx|What|NF
What river flows past the Temple of Karnak ?|LOC|NN|nsubj|NON|xxxx|river|NF
What river flows past the Temple of Karnak ?|LOC|VBZ|ROOT|NON|xxxx|flows|NF
What river flows past the Temple of Karnak ?|LOC|NNP|pobj|NON|Xxxxx|Temple|NF
What river flows past the Temple of Karnak ?|LOC|NNP|pobj|PERSON|Xxxxx|Karnak|NF
What comedian was The Perfect Fool ?|HUM|WP|det|NON|Xxxx|What|NF
What comedian was The Perfect Fool ?|HUM|NN|attr|NON|xxxx|comedian|NF
What comedian was The Perfect Fool ?|HUM|VBD|ROOT|NON|xxx|was|NF
What comedian was The Perfect Fool ?|HUM|NNP|compound|WORK_OF_ART|Xxxxx|Perfect|NF
What comedian was The Perfect Fool ?|HUM|NNP|attr|WORK_OF_ART|Xxxx|Fool|NF
What are the benefits of a rowing machine ?|DESC|WP|attr|NON|Xxxx|What|NF
What are the benefits of a rowing machine ?|DESC|VBP|ROOT|NON|xxx|are|NF
What are the benefits of a rowing machine ?|DESC|NNS|nsubj|NON|xxxx|benefits|NF
What are the benefits of a rowing machine ?|DESC|NN|amod|NON|xxxx|rowing|NF
What are the benefits of a rowing machine ?|DESC|NN|pobj|NON|xxxx|machine|NF
Where do you find information about the Queensland National Competition Policy|LOC|VBP|aux|NON|xx|do|NF
Where do you find information about the Queensland National Competition Policy|LOC|VB|ROOT|NON|xxxx|find|NF
Where do you find information about the Queensland National Competition Policy|LOC|NN|dobj|NON|xxxx|information|NF
Where do you find information about the Queensland National Competition Policy|LOC|NNP|compound|ORG|Xxxxx|Queensland|NF
Where do you find information about the Queensland National Competition Policy|LOC|NNP|compound|ORG|Xxxxx|National|NF
Where do you find information about the Queensland National Competition Policy|LOC|NNP|compound|ORG|Xxxxx|Competition|NF
Where do you find information about the Queensland National Competition Policy|LOC|NNP|pobj|ORG|Xxxxx|Policy|NF
What's a '' coup de poing '' to a French boxer ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What's a '' coup de poing '' to a French boxer ?|DESC|VBZ|ROOT|NON|'x|'s|NF
What's a '' coup de poing '' to a French boxer ?|DESC|NN|attr|NON|xxxx|coup|NF
What's a '' coup de poing '' to a French boxer ?|DESC|VBG|acl|NON|xxxx|poing|NF
What's a '' coup de poing '' to a French boxer ?|DESC|JJ|amod|NORP|Xxxxx|French|NF
What's a '' coup de poing '' to a French boxer ?|DESC|NN|pobj|NON|xxxx|boxer|NF
What's the difference between carelessness and carefreeness ?|DESC|WP|attr|NON|Xxxx|What|NF
What's the difference between carelessness and carefreeness ?|DESC|VBZ|ROOT|NON|'x|'s|NF
What's the difference between carelessness and carefreeness ?|DESC|NN|nsubj|NON|xxxx|difference|NF
What's the difference between carelessness and carefreeness ?|DESC|NN|pobj|NON|xxxx|carelessness|NF
What's the difference between carelessness and carefreeness ?|DESC|NN|conj|NON|xxxx|carefreeness|NF
What is the Islamic counterpart to the Red Cross ?|ENTY|WP|attr|NON|Xxxx|What|NF
What is the Islamic counterpart to the Red Cross ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is the Islamic counterpart to the Red Cross ?|ENTY|JJ|amod|NORP|Xxxxx|Islamic|NF
What is the Islamic counterpart to the Red Cross ?|ENTY|NN|nsubj|NON|xxxx|counterpart|NF
What is the Islamic counterpart to the Red Cross ?|ENTY|NNP|compound|ORG|Xxx|Red|NF
What is the Islamic counterpart to the Red Cross ?|ENTY|NNP|pobj|ORG|Xxxxx|Cross|NF
Why does tuberculosis afflict people ?|DESC|VBZ|aux|NON|xxxx|does|NF
Why does tuberculosis afflict people ?|DESC|NN|nsubj|NON|xxxx|tuberculosis|NF
Why does tuberculosis afflict people ?|DESC|VB|ROOT|NON|xxxx|afflict|NF
Why does tuberculosis afflict people ?|DESC|NNS|dobj|NON|xxxx|people|NF
Who loved Flash Gordon besides Dale ?|HUM|WP|nsubj|NON|Xxx|Who|NF
Who loved Flash Gordon besides Dale ?|HUM|VBD|ROOT|NON|xxxx|loved|NF
Who loved Flash Gordon besides Dale ?|HUM|NNP|compound|PERSON|Xxxxx|Flash|NF
Who loved Flash Gordon besides Dale ?|HUM|NNP|dobj|PERSON|Xxxxx|Gordon|NF
Who loved Flash Gordon besides Dale ?|HUM|NNP|pobj|NON|Xxxx|Dale|NF
What is tyvek ?|DESC|WP|nsubj|NON|Xxxx|What|NF
What is tyvek ?|DESC|VBZ|ROOT|NON|xx|is|NF
What is tyvek ?|DESC|JJ|acomp|NON|xxxx|tyvek|NF
What do humans catch zoonose diseases from ?|ENTY|WP|dobj|NON|Xxxx|What|NF
What do humans catch zoonose diseases from ?|ENTY|VBP|aux|NON|xx|do|NF
What do humans catch zoonose diseases from ?|ENTY|NNS|nsubj|NON|xxxx|humans|NF
What do humans catch zoonose diseases from ?|ENTY|VB|ROOT|NON|xxxx|catch|NF
What do humans catch zoonose diseases from ?|ENTY|NN|compound|NON|xxxx|zoonose|NF
What do humans catch zoonose diseases from ?|ENTY|NNS|dobj|NON|xxxx|diseases|NF
How did Asia get its name ?|DESC|VBD|aux|NON|xxx|did|NF
How did Asia get its name ?|DESC|NNP|nsubj|LOC|Xxxx|Asia|NF
How did Asia get its name ?|DESC|VB|ROOT|NON|xxx|get|NF
How did Asia get its name ?|DESC|PRP$|poss|NON|xxx|its|NF
How did Asia get its name ?|DESC|NN|dobj|NON|xxxx|name|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|WP|attr|NON|Xxxx|What|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|VBD|ROOT|NON|xxx|was|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|NN|nsubj|NON|xxxx|name|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|NNP|compound|ORG|X.X.|U.S.|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|NNP|compound|ORG|Xxxx|Navy|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|NN|pobj|NON|xxxx|gunboat|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|NN|pobj|NON|xxxx|film|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|NNP|compound|WORK_OF_ART|Xxxx|Sand|NF
What was the name of the U.S. Navy gunboat in the film The Sand Pebbles ?|ENTY|NNPS|appos|WORK_OF_ART|Xxxxx|Pebbles|NF
Where can I get information on the original 13 US colonies ?|LOC|MD|aux|NON|xxx|can|NF
Where can I get information on the original 13 US colonies ?|LOC|VB|ROOT|NON|xxx|get|NF
Where can I get information on the original 13 US colonies ?|LOC|NN|dobj|NON|xxxx|information|NF
Where can I get information on the original 13 US colonies ?|LOC|JJ|amod|NON|xxxx|original|NF
Where can I get information on the original 13 US colonies ?|LOC|CD|nummod|CARDINAL|dd|13|NF
Where can I get information on the original 13 US colonies ?|LOC|NNP|compound|GPE|XX|US|NF
Where can I get information on the original 13 US colonies ?|LOC|NNS|pobj|NON|xxxx|colonies|NF
For what disease is the drug Sinemet used as a treatment ?|ENTY|WP|det|NON|xxxx|what|NF
For what disease is the drug Sinemet used as a treatment ?|ENTY|NN|nsubj|NON|xxxx|disease|NF
For what disease is the drug Sinemet used as a treatment ?|ENTY|VBZ|ROOT|NON|xx|is|NF
For what disease is the drug Sinemet used as a treatment ?|ENTY|NN|attr|NON|xxxx|drug|NF
For what disease is the drug Sinemet used as a treatment ?|ENTY|NNP|nsubj|PRODUCT|Xxxxx|Sinemet|NF
For what disease is the drug Sinemet used as a treatment ?|ENTY|VBD|relcl|NON|xxxx|used|NF
For what disease is the drug Sinemet used as a treatment ?|ENTY|NN|pobj|NON|xxxx|treatment|NF
What are three ways in which wind is created on the earth ?|ENTY|WP|"pobj||prep"|NON|Xxxx|What|NF
What are three ways in which wind is created on the earth ?|ENTY|VBP|ROOT|NON|xxx|are|NF
What are three ways in which wind is created on the earth ?|ENTY|CD|nummod|CARDINAL|xxxx|three|NF
What are three ways in which wind is created on the earth ?|ENTY|NNS|attr|NON|xxxx|ways|NF
What are three ways in which wind is created on the earth ?|ENTY|WDT|pobj|NON|xxxx|which|NF
What are three ways in which wind is created on the earth ?|ENTY|NN|nsubjpass|NON|xxxx|wind|NF
What are three ways in which wind is created on the earth ?|ENTY|VBZ|auxpass|NON|xx|is|NF
What are three ways in which wind is created on the earth ?|ENTY|VBN|relcl|NON|xxxx|created|NF
What are three ways in which wind is created on the earth ?|ENTY|NN|pobj|NON|xxxx|earth|NF
What gender is not allowed to vote in Kuwait ?|ENTY|WP|det|NON|Xxxx|What|NF
What gender is not allowed to vote in Kuwait ?|ENTY|NN|nsubjpass|NON|xxxx|gender|NF
What gender is not allowed to vote in Kuwait ?|ENTY|VBZ|auxpass|NON|xx|is|NF
What gender is not allowed to vote in Kuwait ?|ENTY|VBN|ROOT|NON|xxxx|allowed|NF
What gender is not allowed to vote in Kuwait ?|ENTY|VB|xcomp|NON|xxxx|vote|NF
What gender is not allowed to vote in Kuwait ?|ENTY|NNP|pobj|GPE|Xxxxx|Kuwait|NF
How many inches over six feet is Tom Selleck ?|NUM|JJ|amod|NON|xxxx|many|NF
How many inches over six feet is Tom Selleck ?|NUM|NNS|nsubj|NON|xxxx|inches|NF
How many inches over six feet is Tom Selleck ?|NUM|CD|nummod|NON|xxx|six|NF
How many inches over six feet is Tom Selleck ?|NUM|NNS|pobj|NON|xxxx|feet|NF
How many inches over six feet is Tom Selleck ?|NUM|VBZ|ROOT|NON|xx|is|NF
How many inches over six feet is Tom Selleck ?|NUM|NNP|compound|PERSON|Xxx|Tom|NF
How many inches over six feet is Tom Selleck ?|NUM|NNP|nsubj|PERSON|Xxxxx|Selleck|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|WP|attr|NON|Xxxx|What|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|VBZ|ROOT|NON|xx|is|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|NN|nsubj|NON|xxxx|name|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|NN|pobj|NON|xxxx|disease|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|WDT|dobj|NON|xxxx|that|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|NN|compound|NON|xxxx|actress|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|NNP|compound|PERSON|Xxxxx|Hunter|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|NNP|poss|PERSON|Xxxx|Tylo|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|NN|compound|NON|xxxx|baby|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|NN|nsubj|NON|xxxx|girl|NF
What is the name of the disease that actress Hunter Tylo's baby girl has ?|ENTY|VBZ|relcl|NON|xxx|has|NF
Who's the only president buried in Washington|HUM|WP|attr|NON|Xxx|Who|NF
Who's the only president buried in Washington|HUM|VBZ|ROOT|NON|'x|'s|NF
Who's the only president buried in Washington|HUM|JJ|amod|NON|xxxx|only|NF
Who's the only president buried in Washington|HUM|NN|attr|NON|xxxx|president|NF
Who's the only president buried in Washington|HUM|VBN|acl|NON|xxxx|buried|NF
Who's the only president buried in Washington|HUM|NNP|pobj|GPE|Xxxxx|Washington|NF
How much could you rent a Volkswagen bug for in 1966 ?|NUM|JJ|advmod|NON|xxxx|much|NF
How much could you rent a Volkswagen bug for in 1966 ?|NUM|MD|aux|NON|xxxx|could|NF
How much could you rent a Volkswagen bug for in 1966 ?|NUM|VB|ROOT|NON|xxxx|rent|NF
How much could you rent a Volkswagen bug for in 1966 ?|NUM|NNP|compound|ORG|Xxxxx|Volkswagen|NF
How much could you rent a Volkswagen bug for in 1966 ?|NUM|NN|dobj|NON|xxx|bug|NF
How much could you rent a Volkswagen bug for in 1966 ?|NUM|CD|pobj|DATE|dddd|1966|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|WP$|poss|NON|Xxxxx|Whose|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NN|compound|NON|xxxx|singing|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NN|nsubjpass|NON|xxxx|voice|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|VBD|auxpass|NON|xxx|was|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|VBN|ROOT|NON|xxxx|dubbed|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|compound|PERSON|Xxxxx|Natalie|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|pobj|PERSON|Xxxx|Wood|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|compound|GPE|Xxxx|West|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|compound|GPE|Xxxx|Side|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|pobj|GPE|Xxxxx|Story|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|compound|PERSON|Xxxxx|Audrey|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|conj|PERSON|Xxxxx|Hepburn|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|PRP$|poss|NON|Xx|My|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|compound|NON|Xxxx|Fair|NF
Whose singing voice was dubbed in for Natalie Wood in West Side Story and Audrey Hepburn in My Fair Lady ?|HUM|NNP|pobj|NON|Xxxx|Lady|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|WP|attr|NON|Xxxx|What|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|VBZ|ROOT|NON|xx|is|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|JJ|amod|NON|xxxx|mean|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|NN|nsubj|NON|xxxx|income|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|JJ|amod|NON|xxx|top|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|CD|pobj|PERCENT|dd%|10%|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|JJ|amod|NON|xxx|top|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|CD|appos|PERCENT|d%|5%|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|JJ|amod|NON|xxx|top|NF
What is the mean income of the top 10% , top 5% , and top 1% ?|NUM|CD|conj|PERCENT|d%|1%|NF
What North American city sprouts the most parking meters ?|LOC|WP|attr|NON|Xxxx|What|NF
What North American city sprouts the most parking meters ?|LOC|JJ|amod|NORP|Xxxxx|North|NF
What North American city sprouts the most parking meters ?|LOC|JJ|amod|NORP|Xxxxx|American|NF
What North American city sprouts the most parking meters ?|LOC|NN|nsubj|NON|xxxx|city|NF
What North American city sprouts the most parking meters ?|LOC|VBZ|ROOT|NON|xxxx|sprouts|NF
What North American city sprouts the most parking meters ?|LOC|NN|compound|NON|xxxx|parking|NF
What North American city sprouts the most parking meters ?|LOC|NNS|dobj|NON|xxxx|meters|NF
What is the largest and most expensive freeway construction project in the U.S. right now ?|LOC|WP|attr|NON|Xxxx|What|NF
What is the largest and most expensive freeway construction project in the U.S. right now ?|LOC|VBZ|ROOT|NON|xx|is|NF
What is the largest and most expensive freeway construction project in the U.S. right now ?|LOC|JJS|amod|NON|xxxx|largest|NF
What is the largest and most expensive freeway construction project in the U.S. right now ?|LOC|JJ|amod|NON|xxxx|expensive|NF
