Question|WH|WH-Bigram|WH-POS|WH-NBOR-POS|Root-POS|Class
What is a wet dream ?|What|What is|WP|VBZ|VBZ|DESC
What California bridge was Don Brown the first to cross , on May 27 , 1937 ?|What|What California|WP|NNP|VBD|LOC
What camera company said , '' If you haven 't got the time , we 've got the camera ? ''|What|What camera|WDT|NN|VBD|HUM
What happened to Pepsi Clear ?|What|What happened|WP|VBD|VBD|DESC
How much does one ton of cement cost ?|How|How much|WRB|JJ|VBZ|NUM
What is a Mexican hairless ?|What|What is|WP|VBZ|VBZ|DESC
What 2th-century American poet wrote a four-volume biography of Abraham Lincoln ?|What|What 2th|WDT|JJ|VBD|HUM
Where is the oldest living thing on earth ?|Where|Where is|WRB|VBZ|VBZ|LOC
What piece of jewelry is pictured on Monopoly's Luxury Tax space ?|What|What piece|WDT|NN|VBN|ENTY
Who stopped making diary entries on May 31 , 1669 , because he thought he was going blind ?|Who|Who stopped|WP|VBD|VBD|HUM
What journalist can be found in and around Walden Puddle ?|What|What journalist|WDT|NN|VBN|HUM
How did Socrates die ?|How|How did|WRB|VBD|VB|DESC
How many sides does an obelisk have ?|How|How many|WRB|JJ|VB|NUM
What was Edward Albee's first full-length play ?|What|What was|WP|VBD|VBD|ENTY
What was lost and regained by poet John Milton ?|What|What was|WP|VBD|VBN|ENTY
What woman pitcher has struck out Ted Williams and Hank Aaron ?|What|What woman|WDT|NN|VBN|HUM
How can scientists predict weather by observing clouds ?|How|How can|WRB|MD|VB|DESC
What songs were popular in 1948 ?|What|What songs|WDT|NNS|VBD|ENTY
In what year was the cannon invented ?|what|what year|WDT|NN|VBD|NUM
How many languages does the Pope speak ?|How|How many|WRB|JJ|VB|NUM
What bay divides Maryland's Eastern and Western Shores ?|What|What bay|WDT|NN|VBZ|LOC
What is the real name of the singer , Madonna ?|What|What is|WP|VBZ|VBZ|HUM
What Frenchman claimed the following ? If God did not exist , it would be necessary to invent him . ''|What|What Frenchman|WP|NNP|VBD|HUM
What color were Ernest Hemingway's eyes ?|What|What color|WDT|NN|VBD|ENTY
What is the origin of the expression '' four-letter word '' ?|What|What is|WP|VBZ|NN|DESC
Who was the first woman in space ?|Who|Who was|WP|VBD|VBD|HUM
What is the only animal that can turn its stomach inside out ?|that|What is that can|WDT|MD|VBZ|ENTY
What professional sports league originated the college draft ?|What|What professional|WDT|JJ|VBD|HUM
What is the difference between a board of directors and an advisory board ?|What|What is|WP|VBZ|VBZ|DESC
Who discovered imaginary numbers ?|Who|Who discovered|WP|VBD|VBD|HUM
Who does the voices of the Simpsons ?|Who|Who does|WP|VBZ|VBZ|HUM
How many feet high is the hurdle in front of a runner's steeplechase water jump ?|How|How many|WRB|JJ|VBZ|NUM
What religion has the most members ?|What|What religion|WDT|NN|VBZ|ENTY
How many calories are there in a glass of water ?|How|How many|WRB|JJ|VBP|NUM
Who is the richest person in the world , without owning a business ?|Who|Who is|WP|VBZ|VBZ|HUM
What is SVHS ?|What|What is|WP|VBZ|VBZ|ABBR
What is the chemical reactivity of neon ?|What|What is|WP|VBZ|VBZ|NUM
Where can I find info on Alexander Mackenzie ?|Where|Where can|WRB|MD|VB|LOC
What is the cultural origin of the ceremony of potlatch ?|What|What is|WP|VBZ|VBZ|DESC
What Georgia town did Scarlett O 'Hara condemn as being full of pushy people ?|What|What Georgia|WP|NNP|VBD|LOC
How many countries watch MTV Europe ?|How|How many|WRB|JJ|VBP|NUM
What is SAP ?|What|What is|WP|VBZ|VBZ|ABBR
What layer of the atmosphere contains most of the ozone layer ?|What|What layer|WDT|NN|VBZ|ENTY
What is the airport code for Los Angeles International ?|What|What is|WP|VBZ|VBZ|NUM
What was the claim to fame of Explorer I , launched February 1 , 1958 ?|What|What was|WP|VBD|VBD|DESC
In the song '' Yankee Doodle , '' why did Yankee Doodle stick a feather in his cap and call it macaroni ?|why|why did|WRB|VBD|NNP|DESC
What do the letters CE stand for on so many products , particularly electrical , purchased now ?|What|What do|WP|VBP|VBP|ABBR
Where did the real St. Nicholas live ?|Where|Where did|WRB|VBD|VBP|LOC
Who manufactures the software , '' PhotoShop '' ?|Who|Who manufactures|WP|VBZ|VBZ|HUM
How many eyes does a bat have ?|How|How many|WRB|JJ|VB|NUM
How do you say 2 in Latin ?|How|How do|WRB|VBP|VB|ENTY
What was Dwight Eisenhower's favorite card game ?|What|What was|WP|VBD|VBD|ENTY
What is the high pitched sound that you hear in your ear every now and then , but then it goes away , after a while ?|What|What is|WP|VBZ|VBZ|ENTY
What is the origin of the word nevermind ?|What|What is|WP|VBZ|VBZ|DESC
Who was the second man to walk on the moon ?|Who|Who was|WP|VBD|VBD|HUM
What is power steering ?|What|What is|WP|VBZ|VBZ|DESC
Where did Dikembe Mutombo go to college ?|Where|Where did|WRB|VBD|VB|LOC
What author was appointed U.S. ambassador to Spain in 1842 ?|What|What author|WDT|NN|VBN|HUM
What body of water does the Yukon River empty into ?|What|What body|WDT|NN|JJ|LOC
Who is Westview High's band director in Funky Winkerbean ?|Who|Who is|WP|VBZ|VBZ|HUM
How does a chick breathe inside an egg ?|How|How does|WRB|VBZ|VB|DESC
What is Mark McGwire's e-mail address ?|What|What is|WP|VBZ|VBZ|LOC
How many maids were milking ?|How|How many|WRB|JJ|VBG|NUM
The Kentucky Horse Park is located near what city ?|what|what city|WP|NN|VBN|LOC
What is the celtic symbol for '' life '' ?|What|What is|WP|VBZ|VBZ|ENTY
What kind of fruit is a Yellow Transparent ?|What|What kind|WDT|NN|VBZ|ENTY
What song put James Taylor in the limelight ?|What|What song|WDT|NN|VBD|ENTY
What drink is formed of tequila , orange juice and galliano ?|What|What drink|WP|NN|VBN|ENTY
What geological time do we live in ?|What|What geological|WDT|JJ|VB|NUM
How do you dunk ?|How|How do|WRB|VBP|VB|DESC
Where is the massive North Korean nuclear complex located ?|Where|Where is|WRB|VBZ|VBZ|LOC
How do plants make food ?|How|How do|WRB|VBP|VB|DESC
Where is Microsoft's corporate headquarters located ?|Where|Where is|WRB|VBZ|VBN|LOC
How did the Hohenzollerns build their power around 17 ?|How|How did|WRB|VBD|VB|DESC
When was China's first nuclear test ?|When|When was|WRB|VBD|VBD|NUM
What is the name given to a group of geese ?|What|What is|WP|VBZ|VBZ|ENTY
Why was Washington , DC originally called District of Columbia ?|Why|Why was|WRB|VBD|VBD|DESC
How do I find a snowboarding website ?|How|How do|WRB|VBP|VB|DESC
What singer's hit song inspired the Dolly Parton Stallone movie Rhinestone ?|What|What singer|WP|NN|VBD|HUM
How much can a person be fined for having a dog on a beach ?|How|How much|WRB|JJ|VBN|NUM
Why do movie and TV stars get paid so much ?|Why|Why do|WRB|VBP|VBN|DESC
What is a turnkey contract ?|What|What is|WP|VBZ|VBZ|DESC
What are people doing to help prevent the extinction of birds ?|What|What are|WP|VBP|VBG|DESC
Why is the mile 528 feet ?|Why|Why is|WRB|VBZ|VBZ|DESC
What Asian gulf were the destroyers Maddox and C Turner Joy shot up in ?|What|What Asian|WP|JJ|VBD|LOC
How is carbon dioxide removed from natural gas ?|How|How is|WRB|VBZ|VBZ|DESC
Who is Edmund Kemper ?|Who|Who is|WP|VBZ|VBZ|HUM
What was Mao , the Chinese leader's , full name ?|What|What was|WP|VBD|VBD|HUM
When is Dick Clark's birthday ?|When|When is|WRB|VBZ|VBZ|NUM
Who is the director of the international group called the Human Genome Organization , HUGO , that is trying to coordinate gene-mapping research worldwide ?|Who|Who is|WP|VBZ|VBZ|HUM
What radio station did Paul Harvey work for ?|What|What radio|WDT|NN|VBD|HUM
What character narrates Treasure Island ?|What|What character|WDT|NN|VBZ|HUM
What is the correct way to abbreviate cc. at the bottom of a business letter ?|What|What is|WP|VBZ|VBZ|ABBR
Who starred with Charlie Chaplin in Modern Times and The Great Dictator ?|Who|Who starred|WP|VBD|VBD|HUM
What seven digits follow the area code in the number for long distance information ?|What|What seven|WP|CD|VBP|NUM
What Catch-22 character is elected mayor of half a dozen Italian cities ?|What|What Catch-22|WP|NNP|VBN|HUM
Whom does Uncle Duke's girl friend , Honey , room with ?|Whom|Whom does|WP|VBZ|NN|HUM
When called upon to surrender , what American general replied , '' Sir , I have not yet begun to fight . '' ?|what|When called what American|WP|JJ|VBD|HUM
When was the bar-code invented ?|When|When was|WRB|VBD|VBN|NUM
What has to be produced in a writ of habeas corpus ?|What|What has|WP|VBZ|VBZ|ENTY
What team did Babe Ruth play his first major league game for ?|What|What team|WDT|NN|VB|HUM
What class is categorized as the bourgeoisie ?|What|What class|WDT|NN|VBN|ENTY
What relative of Leo Tolstoy translated War and Peace eight times ?|What|What relative|WDT|NN|VBD|HUM
How does the Nintendo '' Zapper '' work ?|How|How does|WRB|VBZ|NN|DESC
How many cards is each player dealt in Contract Bridge ?|How|How many|WRB|JJ|VBZ|NUM
Who was the second person ever to wear Iron Man's armor ?|Who|Who was|WP|VBD|VBD|HUM
What is InterLata Internet service ?|What|What is|WP|VBZ|VBZ|DESC
Who is the director and editor of the movie Big starring Tom Hanks ?|Who|Who is|WP|VBZ|VBZ|HUM
What is the '' fourth dimension '' ?|What|What is|WP|VBZ|VBZ|DESC
What is the Homelite Inc. home page ?|What|What is|WP|VBZ|VBZ|LOC
How old was Stevie Wonder when he signed with Motown Records ?|when|How old when he|WRB|PRP|VBD|NUM
What is '' alternative '' anymore ?|What|What is|WP|VBZ|VBZ|DESC
Why do they call a hamburger a hamburger when there is no ham ?|when|Why do when there|WRB|EX|VB|DESC
Who won two gold medals in skiing in the Olympic Games in Calgary ?|Who|Who won|WP|VBD|VBD|HUM
What year was the Avery Dennison company founded ?|What|What year|WDT|NN|VBD|NUM
Where does the U.S. rank among world countries in area ?|Where|Where does|WRB|VBZ|NN|NUM
What are the four railways in Monopoly ?|What|What are|WP|VBP|VBP|HUM
What are the names of all the seas in the world and what ocean do they drain into ?|what|What are what ocean|WP|NN|VB|LOC
What does BMW stand for ?|What|What does|WP|VBZ|VB|ABBR
What is a biologist ?|What|What is|WP|VBZ|VBZ|DESC
What revelation did Alexander Butterfield make to the Senate Watergate committee ?|What|What revelation|WDT|NN|VB|DESC
What island is home to statues called Mauis ?|What|What island|WDT|NN|VBZ|LOC
What is a fear of black people ?|What|What is|WP|VBZ|VBZ|ENTY
What's the most extensively grown and eaten food ?|What|What 's|WP|VBZ|VBZ|ENTY
What was the worst hurricane ?|What|What was|WP|VBD|VBD|ENTY
How can I get started in writing for television ?|How|How can|WRB|MD|VBN|DESC
Where was Pythagoras born ?|Where|Where was|WRB|VBD|VBN|LOC
What 1927 silent film received an international revival in 1981 ?|What|What 1927|WP|CD|VBD|ENTY
What is the price for AAA's liability auto insurance ?|What|What is|WP|VBZ|VBZ|NUM
What is LMDS ?|What|What is|WP|VBZ|VBZ|ABBR
Who are the top ten richest people in the world ?|Who|Who are|WP|VBP|VBP|HUM
Who is the leader of Brunei ?|Who|Who is|WP|VBZ|VBZ|HUM
What is the capital of Italy ?|What|What is|WP|VBZ|VBZ|LOC
What game does Garry Kasparov play ?|What|What game|WDT|NN|VB|ENTY
How do you get a pointsettia to turn red ?|How|How do|WRB|VBP|VB|DESC
What is kept in Fort Knox that is so valuable ?|that|What is that is|WDT|VBZ|VBZ|ENTY
What is the greatest hiking Web site ?|What|What is|WP|VBZ|VBZ|LOC
What is the population of Arcadia , Florida ?|What|What is|WP|VBZ|VBZ|NUM
What Stephen King novel is set in a graveyard for pets ?|What|What Stephen|WP|NNP|VBN|ENTY
Who were the head writers for the Smothers Brothers Comedy Hour ?|Who|Who were|WP|VBD|VBD|HUM
Who portrayed Prewett in From Here to Eternity ?|Who|Who portrayed|WP|VBD|VBD|HUM
What was the sequel to The Pink Panther ?|What|What was|WP|VBD|VBD|ENTY
How many people live in cities ?|How|How many|WRB|JJ|VBP|NUM
How high must a mountain be to be called a mountain ?|How|How high|WRB|JJ|VB|NUM
What Scottish poet penned To a Mouse and To a Louse ?|What|What Scottish|WDT|JJ|NN|HUM
What is the name of the inventor of silly putty ?|What|What is|WP|VBZ|VBZ|HUM
What ocean surrounds the Madeira Islands ?|What|What ocean|WDT|NN|VBZ|LOC
What famous communist leader died in Mexico City ?|What|What famous|WDT|JJ|VBD|HUM
What was John Steinbeck's travelling companion Charley ?|What|What was|WP|VBD|VBD|ENTY
What are the capital cities of the two large countries that occupy the Iberian peninsula in Europe ?|that|What are that occupy|WDT|VBP|VBP|LOC
How many mines can still be found in the Falklands after the war ended ?|How|How many|WRB|JJ|VBN|NUM
How can I get in touch with Michael Moore of '' Roger & Me '' ?|How|How can|WRB|MD|VB|DESC
How is ' qigong ' properly pronounced ?|How|How is|WRB|VBZ|VBN|DESC
How many gallons of water go over Niagra Falls every second ?|How|How many|WRB|JJ|VB|NUM
What turns blue litmus paper red ?|What|What turns|WP|VBZ|VBZ|ENTY
Who was the first woman to run the mile in less than 4 36893 minutes ?|Who|Who was|WP|VBD|VBD|HUM
How many copies of an album must be sold for it to be a gold album ?|How|How many|WRB|JJ|VBN|NUM
What is '' the soft drink for adults '' ?|What|What is|WP|VBZ|VBZ|ENTY
What is the only vegetable that starts with '' z '' ?|that|What is that starts|WDT|VBZ|VBZ|ENTY
What is a fear of machinery ?|What|What is|WP|VBZ|VBZ|ENTY
Who awarded The Flying Fickle Finger of Fate ?|Who|Who awarded|WP|VBD|VBD|HUM
In Sinclair Lewis ' '' Main Street , '' what was the name of the typical American town ?|what|what was|WP|VBD|VBD|LOC
What hide-and-seek game is played around a tin can ?|What|What hide|WDT|VB|VBN|ENTY
What is the largest city in Texas ?|What|What is|WP|VBZ|VBZ|LOC
What future deer hunter portrayed Annie Hall's neurotic brother , Duane ?|What|What future|WDT|JJ|VBD|HUM
What drink is the best thirst-quencher ?|What|What drink|WP|NN|VBZ|ENTY
Where can I get a map of Prussia on the Internet ?|Where|Where can|WRB|MD|VB|LOC
What was the longest war in U.S. history ?|What|What was|WP|VBD|VBD|ENTY
What is a '' node '' in computer terms ?|What|What is|WP|VBZ|VBZ|DESC
What are the five richest countries in the world ?|What|What are|WP|VBP|VBP|LOC
Where is McCarren Airport ?|Where|Where is|WRB|VBZ|VBZ|LOC
What are the top boy names in the U.S. ?|What|What are|WP|VBP|VBP|HUM
How many tiles did the Space Shuttle Columbia lose on its second flight ?|How|How many|WRB|JJ|VBD|NUM
How many teaspoons make up a tablespoon ?|How|How many|WRB|JJ|VBP|NUM
Who was the lyricist and who was the composer between Gilbert and Sullivan ?|who|Who was who was|WP|VBD|VBD|HUM
Who was the lawyer for Randy Craft ?|Who|Who was|WP|VBD|VBD|HUM
What is the origin of the word Marijuana ?|What|What is|WP|VBZ|VBZ|DESC
Who was the 3rd president of the United States ?|Who|Who was|WP|VBD|VBD|HUM
What organ contains the islands of Langerhans ?|What|What organ|WDT|NN|VBZ|ENTY
What is a fear of points ?|What|What is|WP|VBZ|VBZ|ENTY
What fraction of a beaver's life is spent swimming ?|What|What fraction|WDT|NN|VBN|NUM
How can SQL queries be improved ?|How|How can|WRB|MD|VBN|DESC
What is the most radioactive food ?|What|What is|WP|VBZ|VBZ|ENTY
What was the previous name for the Commonwealth ?|What|What was|WP|VBD|VBD|HUM
How much will gas be taxed in California by the year 2000 ?|How|How much|WRB|JJ|VBN|NUM
Who gave King Arthur the round table ?|Who|Who gave|WP|VBD|VBD|HUM
What state in the United States covers the largest area ?|What|What state|WDT|NN|VBZ|LOC
How do you make a computer chip ?|How|How do|WRB|VBP|VB|DESC
Who became president of the U.S. in 1789 ?|Who|Who became|WP|VBD|VBD|HUM
Who wrote '' The Scarlet Letter '' ?|Who|Who wrote|WP|VBD|VBD|HUM
Who did Sara Jane Moore try to assassinate ?|Who|Who did|WP|VBD|VBP|HUM
What is Linux ?|What|What is|WP|VBZ|VBZ|DESC
How many dots make up the symbol for '' because '' ?|How|How many|WRB|JJ|VBP|NUM
What title did Shevardnadze have during the Soviet era ?|What|What title|WDT|NN|VBP|HUM
What did the pyramid-builders of Egypt mainly eat ?|What|What did|WP|VBD|VBP|ENTY
What's the international radio code word for the letter F ?|What|What 's|WP|VBZ|VBZ|ENTY
What are the 28 tenses in the English language ?|What|What are|WP|VBP|VBP|ENTY
Which king signed the Magna Carta ?|Which|Which king|WDT|NN|VBD|HUM
What software offers inventors use of CAD-like design ?|What|What software|WDT|NN|VBZ|ENTY
What is agent orange ?|What|What is|WP|VBZ|VBZ|DESC
How many zip codes are there in the U.S. ?|How|How many|WRB|JJ|VBP|NUM
Why shouldn 't you remove a bee stinger with tweezers ?|Why|Why shouldn|WRB|VB|VB|DESC
Which college did Dikembe Mutombo play basketball for ?|Which|Which college|WDT|NN|VB|HUM
Why did Europeans first come to Australia and Oceania ?|Why|Why did|WRB|VBD|VBN|DESC
What did the Confederate Constitution say about slavery ?|What|What did|WP|VBD|VBP|DESC
How long does it take the Milky Way Galaxy to make one revolution ?|How|How long|WRB|RB|VB|NUM
How many people own pets ?|How|How many|WRB|JJ|VBP|NUM
What web sites are linked to the Report on Genesis Eldercare ?|What|What web|WP|NN|VBN|LOC
What is a fear of lice ?|What|What is|WP|VBZ|VBZ|ENTY
How long does it take different materials to decompose ?|How|How long|WRB|RB|VB|NUM
How many colors are there in a rainbow ?|How|How many|WRB|JJ|VBP|NUM
What was Darth Vader's son named ?|What|What was|WP|VBD|VBD|HUM
What problems contributed to the high failure rate of Plains farmers in the 1800s ?|What|What problems|WDT|NNS|VBD|DESC
